998
qstr_Next_Page Next_Page
qstr_{s9}_has_requested_yo {s9}_has_requested_you_to_bring_back_{reg1}_{s3}_as_prisoners.
qstr_{s9}_has_asked_you_to {s9}_has_asked_you_to_defend_the_hideout_from_the_Sheriff_and_his_men.
qstr_Lend_your_experience Lend_your_experienced_surgeon_{s3}_to_{s1}.
qstr_Then_take_it_with_my Then_take_it,_with_my_eternal_thanks._You_are_a_noble_{reg18?woman:man}._I_will_never_forget_that_you_helped_me_in_my_time_of_need.
qstr_Forgive_me_{playerna Forgive_me,_{playername},_but_I_must_insist_you_accept_it._The_money_means_little_to_me,_and_I_owe_you_so_much._Here,_take_it,_and_let_us_speak_no_more_of_this.
qstr_{playername}_what_a_ {playername},_what_a_dear_{reg18?woman:man}_you_are,_but_I_will_not_allow_you_to_refuse_this._I_owe_you_far_more_than_I_can_say,_and_I_am_sure_you_can_put_this_money_to_far_better_use_than_I.
qstr_{s11}_asked_you_to_r {s11}_asked_you_to_rescue_her_{s17},_{s13},_from_{s14}_by_switching_clothes_and_taking_his_place_in_prison.
qstr_{s11}_asked_you_to_d {s11}_asked_you_to_deliver_a_message_to_{s13},_who_is_imprisoned_at_{s14}.
qstr_You_agreed_to_challe You_agreed_to_challenge_{s13}_to_defend_{s11}'s_honour.
qstr_{s5}__Persuasion_str {s5}_(Persuasion_strength:_{reg5})
qstr_Persuasion_Attempt Persuasion_Attempt
qstr_{s4}_is_wanted_dead_ {s4}_is_wanted_dead_or_alive_for_{s5}_in_{s6}._He_is_currently_believed_to_be_at_{s3}.
qstr_Seen_anyone_we_can_k Seen_anyone_we_can_kill_and_loot?_We're_startin'_to_run_out_of_money.
qstr_We_ve_got_no_fight_w We've_got_no_fight_with_you._Know_of_anyone_nearby_that_has_heavy_pockets?
qstr_Good_to_see_you_out_ Good_to_see_you_out_here._We're_getting_desperate._Anything_you_can_do_to_help?
qstr_Still_want_to_give_u Still_want_to_give_us_more_of_your_money_or_something?
qstr_What_part_of_get_los What_part_of_get_lost_didn't_you_understand?
qstr_You_better_have_a_go You_better_have_a_good_reason_for_stickin'_around.
qstr_We_left_our_army_and We_left_our_army_and_fight_only_for_ourselves_from_now_on._Hand_over_everything_you've_got_or_we'll_kill_you_all!
qstr_If_you_aren_t_prepar If_you_aren't_prepared_to_pay_for_passage,_we're_prepared_to_kill_you_where_you_stand.
qstr_Let_s_see_those_hand Let's_see_those_hands._We_want_everything_you're_carryin.
qstr_A_villager_from_{s7} A_villager_from_{s7}_begged_you_to_save_their_village_from_the_bandits_that_took_refuge_there.
qstr_Telescope Telescope
qstr_Compass Compass
qstr_The_sheriff_of_{s13} The_sheriff_of_{s13}_has_asked_you_to_locate_outlaws_hideout.
qstr_The_sheriff_of_{s13}_ The_sheriff_of_{s13}_has_asked_you_to_deal_with_looters_in_the_surrounding_countryside.
qstr_{s9}_of_{s3}_asked_y {s9}_of_{s3}_asked_you_to_deliver_{reg5}_units_of_{s6}_to_the_saloon_in_{s4}_in_7_days.
qstr_Escort_the_stagecoac Escort_the_stagecoach_to_the_town_of_{s8}.
qstr_Merchant_{s9}_of_{s4 Merchant_{s9}_of_{s4}_asked_you_to_hunt_down_the_troublesome_bandits_in_the_vicinity_of_the_town.
qstr_Sheriff_of_{s4}_gave Sheriff_of_{s4}_gave_you_{reg12}_cents_to_pay_the_ransom_of_a_girl_kidnapped_by_Comanches._You_are_to_meet_the_Comanches_near_{s3}_and_pay_them_the_ransom_fee._After_that_you_are_to_bring_the_girl_back_to_{s4}.
qstr_Sheriff_of_{s4}_prom Sheriff_of_{s4}_promised_you_{reg12}_cents_if_you_can_make_sure_that_{s12}_and_{s13}_no_longer_pose_a_threat_to_a_peace_settlement_between_{s15}_and_{s14}._In_order_to_do_that,_you_must_either_convince_them_or_make_sure_they_fall_captive_and_remain_so_until_a_peace_agreement_is_made.
qstr_The_sheriff_of_{s14} The_sheriff_of_{s14}_has_asked_you_to_deal_with_a_group_of_bandits_terrorising_the_streets_of_{s14}._They_only_come_out_at_night,_and_only_attack_lone_travellers_on_the_streets.
qstr_Sheriff_of_{s10}_ask Sheriff_of_{s10}_asked_you_to_move_a_cattle_herd_to_{s13}._You_will_earn_{reg8}_cents_in_return.
qstr_Sheriff_of_{s10}_aske Sheriff_of_{s10}_asked_you_to_move_horses_to_{s13}._You_will_earn_{reg8}_cents_in_return.
qstr_He_is_not_commanding He_is_not_commanding_any_men_at_the_moment.
qstr_He_currently_command He_currently_commands_{reg0}_men{reg1?,_of_which_around_{reg1}_are_wounded:}.
qstr_pk:_{reg0} pk:_{reg0}
qstr_The_elder_of_the_vil The_elder_of_the_village_of_{s3}_asked_you_to_bring_them_{reg5}_packs_of_wheat.
qstr_Escort_the_settlers_ Escort_the_settlers_to_the_town_of_{s8}.
qstr_The_elder_of_the_vill The_elder_of_the_village_of_{s13}_asked_you_to_train_{reg5}_peasants_to_fight_against_local_bandits.
qstr_The_elder_of_the_villa The_elder_of_the_village_of_{s3}_asked_you_to_bring_them_{reg5}_heads_of_cattle.
qstr_{s16}_and_{s15} {s16}_and_{s15}
qstr_{s16}_{s15} {s16},_{s15}
qstr_One_Prostitute_joine One_Prostitute_joined_your_party
qstr_A_{s5}?_Well..._yeah A_{s5}?_Well..._yeah,_I_guess_so._That's_a_weird_question.
qstr_The_hell?_No_it_ain_ The_hell?_No,_it_ain't_a_{s5}._I'd_start_questioning_my_eyesight_if_I_were_you.
qstr_This_is_the_{reg4?to This_is_the_{reg4?town:village}_of_{s5},_{reg18?ma'am:sir}.
qstr_{s6}_Our_{reg4?town: {s6}_Our_{reg4?town:village}_and_the_surrounding_lands_belong_to_you_of_course,_my_{reg18?lady:good_sir}.
qstr_{s6}_Our_{reg4?town:v {s6}_Our_{reg4?town:village}_and_the_surrounding_lands_belong_to_{s7}_of_{s8}.
qstr_{s3}_and_{s5} {s3}_and_{s5}
qstr_{s3}_{s5} {s3},_{s5}
qstr_{reg20?We_mostly_pro {reg20?We_mostly_produce_{s5}_here:We_don't_produce_much_here_these_days}._If_you_would_like_to_learn_more,_you_can_speak_with_our_{reg4?sheriff:village_elder}._He_is_nearby,_right_over_there.
qstr_You_chose_well_{reg1 You_chose_well,_{reg18?ma'am:sir}._We're_true_to_our_word_and_earn_our_pay.
qstr_A_wise_choice_{reg18 A_wise_choice,_{reg18?ma'am:sir}._Keep_the_money_and_tequila_coming_our_way,_and_you'll_need_not_fear_the_devil_himself.
qstr_We_re_at_your_servic We're_at_your_service,_{reg18?ma'am:sir}._Point_us_in_the_direction_of_those_who_need_hurting,_and_we'll_do_the_rest.
qstr_You_won_t_be_disappo You_won't_be_disappointed,_{reg18?ma'am:sir}._You_ain't_gonna_find_better_fighters_in_all_of_the_west.
