stringsfile version 1
1629
str_no_string NO_STRING!
str_npc2_personalityclash2_speech_b What_ass_hole!_He_push_me_out_of_way_and_tell_me_I_can_not_fight_rike_he_do!
str_npc3_personalityclash2_speech_b I'll_stick_my_big_floppy_shoes_up_his_ass_and_widen_him_out._That_will_turn_my_frown_upside_down.
str_npc4_personalityclash2_speech_b I'd_be_happier_to_find_a_big_cliff_and_give_him_a_nice_kick_in_the_arse_that_sends_him_off_of_the_steep_side._That's_how_I_say_g'day.
str_npc5_personalityclash2_speech_b If_I_wasn't_so_tight_on_supplies,_I'd_use_some_of_these_bandages_to_keep_that_fat_mouth_of_his_shut_for_once.
str_npc6_personalityclash2_speech_b All_I_can_say_is_that_he_better_not_step_in_front_of_me_when_the_shootin'_starts.
str_npc7_personalityclash2_speech_b The_earth_does_not_forget_these_misdeeds.
str_npc8_personalityclash2_speech_b Oh_well,_there's_always_next_time.
str_npc9_personalityclash2_speech_b I_ougtha_shove_a_goddamn_oatbag_on_his_face_next_time_I'm_passin'_out_chow!
str_npc10_personalityclash2_speech_b I_will_do_it_when_he_sleeps._He_won't_even_know_what_is_happening.
str_npc11_personalityclash2_speech_b To_have_everything_torn_from_him_would_be_a_just_punishment_for_his_misdeeds.
str_npc12_personalityclash2_speech_b If_I'm_pushed_far_enough,_it's_going_to_be_time_for_us_to_play_for_blood.
str_npc13_personalityclash2_speech_b They_do_not_have_a_word_for_that_kind_of_shithead.
str_npc14_personalityclash2_speech_b His_heart_is_bad,_and_your_judgement_in_him_makes_me_doubt_yours.
str_npc15_personalityclash2_speech_b Because_{s11}_cannot_listen,_{s11}_cannot_learn.
str_npc16_personalityclash2_speech_b I'll_teach_him_to_talk_about_showin'_me_a_good_time._He's_gonna_wind_up_strapped_naked_to_the_biggest_fuckin'_cactus_I_can_find.
str_npc17_personalityclash2_speech_b If_there's_one_thing_I_can't_stand,_it's_a_damn_racist._That_and_steam_hammers.
str_npc18_personalityclash2_speech_b If_there's_one_thing_I_can't_stand,_it's_a_damn_racist._That_and_steam_hammers.
str_npc1_personalitymatch_speech I_thought_you'd_appreciate_knowing_that_{s11}_didn't_do_badly_in_that_last_fight_at_all._He's_a_good_fellow_and_rightly_deserves_your_highest_praise.
str_npc2_personalitymatch_speech {s11}_is_not_nice_guy,_but_I_still_friend_with_him!
str_npc3_personalitymatch_speech I_like_{s11}._He_laughs_at_my_jokes.
str_npc4_personalitymatch_speech I_gotta_say,_mate,_that_{s11}_is_a_fine_bastard.
str_npc5_personalitymatch_speech NA_-_That_was_exciting!
str_npc6_personalitymatch_speech NA_-_Man,_that_was_a_good_fight.
str_npc7_personalitymatch_speech NA
str_npc8_personalitymatch_speech NA
str_npc9_personalitymatch_speech NA
str_npc10_personalitymatch_speech NA
str_npc11_personalitymatch_speech NA
str_npc12_personalitymatch_speech NA
str_npc13_personalitymatch_speech I_enjoy_fighting_with_{s11}.
str_npc14_personalitymatch_speech {s11}_is_a_great_warrior.
str_npc15_personalitymatch_speech {s11}'s_ways_are_a_mystery_to_me,_but_I_can_sense_that_his_heart_is_good.
str_npc16_personalitymatch_speech Now_I'm_just_so_damn_happy_you_brought_{s11}_along_in_this_rag-tag_outfit.
str_npc17_personalitymatch_speech I_gotta_tell_ya,_{playername},_I'm_really_likin'_{s11}.
str_npc18_personalitymatch_speech I_gotta_tell_ya,_{playername},_I'm_really_likin'_{s11}.
str_npc1_personalitymatch_speech_b Without_good_honest_souls_like_him_to_bring_proper_behavior_to_the_plebians,_they'd_be_without_any_proper_examples_on_how_to_behave._I'm_quite_glad_to_have_him_with_us.
str_npc2_personalitymatch_speech_b Wow_he_so_good_at_fight_battle!_I_still_not_trust_him_though!
str_npc3_personalitymatch_speech_b Thanks_to_him,_I'm_thinking_up_new_ways_to_turn_humor_into_a_weapon.
str_npc4_personalitymatch_speech_b Definitely_fully_sick!
str_npc5_personalitymatch_speech_b NA_-_Such_a_nice_person!
str_npc6_personalitymatch_speech_b NA_-_Such_a_nice_person!
str_npc7_personalitymatch_speech_b NA
str_npc8_personalitymatch_speech_b NA
str_npc9_personalitymatch_speech_b NA
str_npc10_personalitymatch_speech_b NA
str_npc11_personalitymatch_speech_b NA
str_npc12_personalitymatch_speech_b NA
str_npc13_personalitymatch_speech_b His_bravery_inspires_the_men,_and_it_inspires_me_as_well.
str_npc14_personalitymatch_speech_b I_am_proud_to_call_him_brother._I_am_proud_to_count_him_among_my_people.
str_npc15_personalitymatch_speech_b He_speaks_to_me_with_respect._If_only_more_white_men_would_follow_his_example,_then_we_may_not_need_to_fight.
str_npc16_personalitymatch_speech_b It_makes_me_so_happy_to_have_such_a_kind_soul_to_talk_to_in_such_a_terrible_place.
str_npc17_personalitymatch_speech_b Her_cookin'_reminds_me_of_back_home._Mmm..I_ain't_had_a_meal_like_that_in_a_long_time.
str_npc18_personalitymatch_speech_b I_love_dat.
str_npc1_retirement_speech I'm_a_bit_tired_of_marching_up_and_down_the_land,_but_this_adventure_isn't_shaping_up_quite_the_way_I'd_imaginged._I'm_going_to_head_back_to_my_family's_estate_and_take_a_much_needed_holiday.
str_npc2_retirement_speech I_tired_of_being_mock_all_the_time_for_be_Chinaman!_So_I_leave_for_good!
str_npc3_retirement_speech Time_for_me_to_go._I_hear_the_big_top_callin'_my_name._It's_been_fun.
str_npc4_retirement_speech I'm_putting_on_the_anchors,_mate._I'm_fully_bushed._G'day!
str_npc5_retirement_speech Time_to_go_home_for_me._I_don't_think_my_skills_are_fully_utilized_in_this_outfit.
str_npc6_retirement_speech Fuck_it,_I'm_gonna_kill_myself_right_here_and_now.
str_npc7_retirement_speech I_hear_my_ancestors_calling_me_to_my_homelands._I_must_depart.
str_npc8_retirement_speech You_know,_there's_worse_things_than_not_having_anyone_to_talk_to._I'm_getting_out_of_here_and_spending_some_time_alone.
str_npc9_retirement_speech I'm_just_not_feeling_respected_as_a_cook_in_this_company._I_think_it's_time_I_headed_further_west_and_made_somethin'_of_myself._Goodbye,_and_thank_you.
str_npc10_retirement_speech Amigo,_I_no_longer_feel_satisfaction_killing_Indians_with_you._I_will_seek_revenge_on_my_own_now.__Lo_Siento.
str_npc11_retirement_speech The_great_spirit_has_abandoned_me,_and_now_it_is_time_for_you_to_feel_abandonment._I_leave_you_now.
str_npc12_retirement_speech I_miss_the_tables_too_damn_much._I_gotta_go_back._Thanks_for_the_work,_but_I_gotta_do_what_I_love.
str_npc13_retirement_speech I've_had_an_interesting_adventure_in_your_company,_but_I_have_not_been_translating,_and_I_fear_I_am_losing_my_mastery_of_native_languages._I_must_go_home_now,_and_look_for_another_job.
str_npc14_retirement_speech My_brother,_I_must_leave_you_now._My_duties_are_as_a_dog_soldier_first,_and_as_your_soldier_second._I_must_do_more_to_resist_the_theft_of_our_lands.
str_npc15_retirement_speech I_cannot_continue_to_travel_with_you._The_Great_Spirit_has_sent_me_a_sign_and_told_me_that_my_purpose_lies_far_from_here._Farewell,_and_thank_you.
str_npc16_retirement_speech I_reckun_this_is_the_end_for_us,_{playername}._I've_had_enough_and_I_need_to_do_some_drinkin'._You_can_find_me_at_the_nearest_saloon._If_I'm_not_there,_I'll_be_at_whore_house_earning_up_some_more_cash.
str_npc17_retirement_speech Thank_you_for_the_job,_but_I'll_keep_right_moving_if_it's_all_the_same_to_you._Too_much_fighting_an'_killing_for_my_tastes._I'm_just_looking_to_do_a_hard_days_work_and_put_my_feet_up._Goodbye,_{playername}.
str_npc18_retirement_speech Well,_it's_time_for_me_to_go_back_home_and_use_this_here_money_to_support_my_folks._So_long.
str_npc1_rehire_speech {playername},_it's_quite_a_surprise_to_see_you_again!_I_know_we_had_our_differences_in_the_past,_but_to_tell_you_the_truth,_those_were_some_of_the_best_days_I've_known._I_found_the_trappings_of_adventure_to_tempting_to_let_go._If_you'd_be_willing_to_have_me_back,_I'd_be_willing_to_sign_up_with_your_company_again.
str_npc2_rehire_speech {playername}!_Finally_I_find_you!_It_a_long_time_and_I_do_not_get_a_job!_Please_take_me_back!
str_npc3_rehire_speech Turns_out_there_aren't_many_circuses_around_here._Remember_how_funny_I_am?
str_npc4_rehire_speech Mate!_I've_spent_to_much_time_back_of_Bourke,_and_I'm_lookin'_to_buzz_off._Got_a_spot?
str_npc5_rehire_speech We_meet_again,_I_see._You_in_need_of_a_quality_physician?
str_npc6_rehire_speech Yeah,_so,_I_ended_up_not_shootin'_myself._Still_got_a_job_for_me?
str_npc7_rehire_speech A_dream_has_brought_me_back_to_this_place._My_time_has_not_yet_come_to_leave.
str_npc8_rehire_speech That_damn_belly_of_mine_needs_fillin'_again.
str_npc9_rehire_speech I_never_made_it_out_west._I_gambled_everything_I_had_to_raise_the_funds_and_lost._Now_I'm_looking_to_cook_again.
str_npc10_rehire_speech My_hands_are_red_with_blood,_but_my_wallet_is_empty._I_need_a_steady_job.
str_npc11_rehire_speech I_once_again_need_to_bring_pain_to_my_enemies._I_can_do_that_better_at_your_side.
str_npc12_rehire_speech I've_killed_four_more_fools_since_I_saw_you_last._I'm_starting_to_get_the_shakes_from_all_of_this._Got_any_openings?
str_npc13_rehire_speech Ah,_hello_{playername}._There_seems_to_be_more_interpreters_around_these_days,_and_I'm_not_finding_much_for_work._Can_I_join_you?
str_npc14_rehire_speech My_friend._The_white_man's_numbers_continue_grow._May_I_join_you_in_fixing_that?
str_npc15_rehire_speech Since_I_have_left_your_company,_the_spirits_have_stopped_talking_to_me._I_think_I_am_meant_to_rejoin_you.
str_npc16_rehire_speech Goddamn,_I_can't_hardly_see_straight._That_you,_{playername}?_I_was_just_thinkin'_about_how_much_fun_I_had_on_the_trail_with_'ye.
str_npc17_rehire_speech Hello_again,_{playername}._I'm_having_a_hard_time_adjusting_to_a_place_as_wild_as_this._Looks_like_I_need_a_job_again._I'd_be_in_your_debt_if_ya_had_me.
str_npc18_rehire_speech Oh,_hey,_{playername}._Been_a_while_since_we_last_spoke._I'm_still_for_hire_if_you_need_anybody_shot.
str_npc1_home_intro Ah,_Shady_Valley._I_met_a_starlet_there_that_absolutely_captivated_my_heart.
str_npc2_home_intro Oh!_That_is_El_Paso!_That_is_where_I_live_for_a_while!
str_npc3_home_intro Deeschii'?__What_the_kind_of_a_name_is_that?!
str_npc4_home_intro Haha,_shit,_that's_Cottonwood._I_spent_a_bit_too_much_time_there.
str_npc5_home_intro That's_Robertston._I_spent_a_bit_too_much_time_there_as_the_town_doctor.
str_npc6_home_intro Fuck,_man,_that's_Desperation._The_Injuns_fuckin'_torched_the_whole_town.
str_npc7_home_intro The_elders_have_said_that_many_years_ago_the_Osage_raided_the_Comanche_for_their_greath_wealth_in_horses_in_lands_as_far_south_as_Taibo_Suku'i_.
str_npc8_home_intro Rock_Ridge!_Now_there's_a_town_I_can_see_myself_livin'_in!
str_npc9_home_intro Ah,_Tumblewood!_A_long_time_ago,_I_fell_in_love_with_a_man_and_settled_down_for_a_spell_there.
str_npc10_home_intro Tres_Piedras._That_place_is_a_graveyard_to_me_now.
str_npc11_home_intro My_proudest_day_since_the_passing_of_my_tribe_was_spent_in_Aguas_Ponzonosas._There_I_came_across_a_small_mexican_family_of_four._Although_they_were_poor,_they_were_laughing_and_happy_to_have_one_another_to_love.
str_npc12_home_intro Eureka!_Now_there's_a_town_I_thought_I'd_love_right_away.
str_npc13_home_intro Ah,_Ata_Kahni!__The_land_of_my_childhood!
str_npc14_home_intro My_lands_are_hundreds_of_miles_from_here,_but_the_name_of_the_town_of_Riverton_is_familiar_to_me._It_is_said_that_in_a_great_Indian_raid,_hundreds_of_horses_were_stolen_from_this_town.
str_npc15_home_intro This_land_is_very_foreign_to_me._I_fear_I_have_travelled_too_far_from_my_home_to_ever_return.
str_npc16_home_intro Well,_I'll_be_a_cocksucker_when_the_herd_comes_in!_Look_at_that!_Puerta_del_Desierto!
str_npc17_home_intro Now_that_looks_to_be_a_proper_railroad_town._It_reminds_me_of_somethin'_I_did_in_the_Virginias_not_long_ago.
str_npc18_home_intro Shit,_I_remember_that_place._No_fond_memories,_I_can_say_that_much.
str_npc1_home_description It_is_really_quite_sad_that_in_reality,_she_really_was_nothing_more_than_a_commoner_and_a_harlot._Still,_she_stole_my_heart_and_not_a_night_has_passed_that_I_have_not_thought_of_her._After_I_had_left,_the_urge_to_return_to_her_bosom_became_so_great_that_I_eventually_did_so!
str_npc2_home_description I_wish_people_do_not_hate_the_Chinaman_so_hard!_We_come_from_China_and_we_are_so_so_poor!_But_we_work_so_hard_and_still_they_not_rike_us!
str_npc3_home_description Is_that_even_a_word?!
str_npc4_home_description Basically_hung_out_in_the_saloon_with_no_money_until_the_owner_went_full_crazy_and_kicked_me_out.
str_npc5_home_description I_grew_so_tired_of_the_weekly_raids_and_bullet_wounds._The_worst_part_was_the_total_lack_of_quality_equipment_and_materials._How_am_I_supposed_to_work_with_whittled_wooden_tools?
str_npc6_home_description I_used_to_live_there,_but_that_was_before_they_sent_it_all_up_in_flames._It_used_to_be_much_bigger_and_nicer_than_it_is_now.
str_npc7_home_description Our_tribe_has_waged_war_with_all_around_us.
str_npc8_home_description Ever_since_I_was_a_kid,_I_wanted_to_be_a_sheriff_in_a_little_town_like_that.
str_npc9_home_description Turned_out_he_loved_my_cookin'_more_than_he_loved_me._I_cooked_more_and_more_everyday_to_bring_him_closer_to_me,_and_all_it_did_was_make_him_bigger.
str_npc10_home_description I_had_pursued_the_Apache_so_quickly_when_I_returned_home,_that_I_did_not_have_time_to_properly_bury_my_wife._I_returned_after_my_failed_rescue_to_find_my_wife's_corpse_torn_apart_by_vultures_and_coyotes.
str_npc11_home_description I_was_enraged_while_watching_them._So_I_crept_into_their_home_in_the_night,_and_sent_arrows_into_the_beds_of_the_children._They_writhed_in_pain,_and_their_screams_woke_their_parents._While_they_were_distracted_with_their_children,_I_crept_back_out_of_the_home_and_barricaded_the_door_from_the_outside._When_I_grew_tired_of_the_sobbing,_I_threw_black_powder_charges_into_the_windows.
str_npc12_home_description Turns_out_it's_just_a_shithole_without_a_proper_saloon._I_walked_into_town_and_ended_up_killing_three_men_and_a_donkey_cause_some_dumbshit_challenged_me_to_a_duel._I_killed_those_men_dead,_but_I_can't_really_take_credit_for_the_donkey._Best_I_can_figure_is_that_it_was_killed_by_a_riccochet_when_the_other_fool's_gun_went_off_in_his_holster._Some_fellas_got_no_self_control.
str_npc13_home_description That_was_a_happy_time_for_me._Despite_the_obvious_fact_that_I_was_a_half-breed,_the_members_of_the_tribe_accepted_me_fully._As_I_became_a_man,_I_was_allowed_to_take_part_in_almost_every_part_of_Comanche_life.
str_npc14_home_description The_Indians_who_stole_these_horses_drove_them_north._Over_time,_the_horses_were_stolen_back_and_forth_many_times_by_warring_tribes._Eventually,_the_strongest_and_fastest_of_these_horses_were_claimed_by_the_Cheyenne.
str_npc15_home_description The_hunting_is_very_bad_here._Why_men_would_fight_over_lands_such_as_these_I_do_not_know.
str_npc16_home_description That_festerin'_shit_pile_is_probly_the_closest_thing_I've_got_to_a_home._It's_so_good_to_see_that_place_again!_I_never_thought_I'd_come_back_on_account_I_was_kicked_out_for_burnin'_down_half_the_town_and_floodin'_the_church.
str_npc17_home_description Ya_see,_I_was_the_best_steel_drivin'_man_there_was._And_some_folks_was_talkin'_bout_how_fast_this_new_machine_they_had_was._Well,_I_knew_a_thing_about_machines_bein'_faster_after_seein'_the_cotton_gin._But_there_was_no_way_I_was_gonna_let_some_machine_out_do_me_again.
str_npc18_home_description I_sorta_shot_some_people_and_had_to_get_outta_there_real_quick._Haven't_been_back_since.
str_npc1_home_description_2 I_was_horrified_to_learn_that_she_had_come_upon_some_misfortune_and_had_taken_her_profession_to_another_city,_but_no_one_knew_which._This_was_quite_a_blow_for_a_gentleman_such_as_myself._Despite_it_being_a_blow_to_my_pride,_the_only_way_I_could_possibly_hope_to_find_her_was_to_visit_each_house_of_ill_repute_I_came_across._I_am_sad_to_say_that_I_have_not_yet_found_her_beautiful_face_in_any_of_the_brothels_that_I_have_visited.
str_npc2_home_description_2 Well,_El_Paso_was_pretty_nice_place!_Lot_of_rich_people_who_help_me!
str_npc3_home_description_2 I_mean,_it_has_a_goddamned_apostrophe_in_it's_name!
str_npc4_home_description_2 Glad_to_be_out_of_there._I_reckon_I'm_probably_not_welcome_back.
str_npc5_home_description_2 I'm_glad_to_be_out_of_there._That_town_is_no_place_for_a_self-respecting_surgeon.
str_npc6_home_description_2 I_swear_to_God_I'll_get_revenge.
str_npc7_home_description_2 Now_I_see_that_the_trap_has_been_set,_and_that_our_enemies_may_be_too_many._I_will_speak_of_this_no_more.
str_npc8_home_description_2 Maybe_one_day_I_can_be_sheriff._Yeah,_why_the_hell_not?_Ah,_who_am_I_kiddin?_That'll_never_work.
str_npc9_home_description_2 Got_to_the_point_where_he_couldn't_even_get_his_boots_on_without_my_help._I_told_him_to_stop_eatin'_but_he_said_he_couldn't_get_too_much_of_a_good_thing._One_day_he_just_keeled_over,_and_that_was_that.
str_npc10_home_description_2 I_could_not_tell_which_of_the_bodies_was_even_hers._I_put_all_of_the_parts_of_all_the_bodies_of_all_the_people_into_a_pile_and_burned_them._That_fire_still_burns_inside_of_me._I_have_no_wish_to_return_to_that_place.
str_npc11_home_description_2 I_was_pleasantly_surprised_when_the_collapse_of_the_building_did_not_kill_the_family_right_away._I_could_hear_their_muffled_cries_for_help_as_the_other_village_tried_to_save_them,_but_it_was_all_for_nothing._The_family_died,_and_the_spirits_of_the_village_were_broken._That_was_a_proud_day_for_my_tribe.
str_npc12_home_description_2 Anyway,_don't_expect_to_find_nothin'_in_Eureka_except_disappointment_and_a_whole_lot_of_dirty_turd_farmers.
str_npc13_home_description_2 I_say_'almost'_because_war_was_a_sticky_situation._Because_of_my_darker_appearance,_my_mother_was_always_afraid_that_I_would_be_mistaken_for_a_negro_in_battle._She_had_the_ear_of_our_chief,_so_I_was_always_forced_to_stay_out_of_the_real_fighting._So_I_guess_if_you_want_an_excuse_for_my_combat_skills,_there_it_is._All_in_all_though,_I_quite_enjoyed_that_way_of_life.
str_npc14_home_description_2 With_these_horses,_the_Cheyenne_learned_to_ride_faster_than_all_of_their_enemies.__This_is_why_the_Cheyenne_are_the_swiftest_of_all_on_the_plains._Many_stories_such_as_this_are_told_in_my_tribe.
str_npc15_home_description_2 This_desert_makes_me_want_to_return_to_the_lands_of_my_ancestors.
str_npc16_home_description_2 I'm_still_not_sure_how_it's_even_fuckin'_possible_to_flood_a_church_in_the_middle_of_the_goddamn_desert,_but_I_know_I_did._Hmmpph...maybe_I_shouldn't_go_back_afterall.
str_npc17_home_description_2 I_worked_faster_and_harder_than_I_ever_though_possible._There_was_a_big_deal_made_about_it,_but_in_the_end_I_was_the_better_steel_driver._That_steam_hammer_didn't_stand_a_chance._Now_if_you_had_heard_that_story_and_didn't_meet_me,_I_reckun_you'd_think_I_was_taller!
str_npc18_home_description_2 Anyways,_let's_stay_away_from_that_shithole_for_now.
str_npc1_home_recap I'm_a_proud_member_of_the_Boston_Huffingtons_first_and_foremost._I_am_quite_a_fine_adventurere_and_shootist._My_thoughts_are_now_mostly_of_a_harlot_I_met_in_{s21},_though_where_she_is_now_I_may_never_know.
str_npc2_home_recap I_was_born_in_China!_I_come_here_on_boat_and_then_work_in_rail_road_until_rail_road_stop_build!_I_work_so_hard_for_family_and_live_in_El_Paso_with_no_job!_But_you_give_me_job!
str_npc3_home_recap I'm_a_clown,_you_idiot.__What_the_hell_do_you_expect_me_to_tell_you?
str_npc4_home_recap Born_and_raised_in_Melbourne._Made_my_way_over_to_Texas.
str_npc5_home_recap England_is_my_homeland,_but_I_have_fallen_in_love_with_the_west._I_am_happiest_when_helping_those_in_need_on_the_frontier.
str_npc6_home_recap I_lived_in_Desperation_until_the_Injuns_burned_it_to_the_ground.
str_npc7_home_recap I_am_a_proud_member_of_the_Osage._I_travel_this_land_to_seek_shelter_from_my_enemies.
str_npc8_home_recap I_fought_for_the_union_in_the_civil_war._One_day_I_hope_to_be_the_sheriff_of_Rock_Ridge,_but_that'll_probably_never_work.
str_npc9_home_recap I_grew_up_on_the_railroad,_but_my_best_days_were_spent_in_Tumblewood.
str_npc10_home_recap I_am_a_husband_and_father_to_a_murdered_family_from_Tres_Piedras.
str_npc11_home_recap I_am_a_broken_woman_and_the_last_of_my_tribe._My_only_home_is_on_the_graves_of_my_enemies.
str_npc12_home_recap I'm_a_recovering_gambler_and_gunfighter._My_home_has_always_been_the_inside_of_any_saloon,_but_I'm_trying_to_turn_over_a_new_leaf.
str_npc13_home_recap I'm_a_native_interpreter_born_of_a_negro_man_and_a_comanche_woman._I_was_born_and_raised_with_the_Comanche.
str_npc14_home_recap I_am_a_Cheyenne_dog_soldier._My_sworn_duty_is_to_protect_the_lands_of_all_Indians_against_the_white_man.
str_npc15_home_recap I_was_a_medicine_man_of_the_Oglala_Lakota_tribe._I_was_outcast,_and_now_I_roam_the_desert,_far_from_the_lands_of_my_ancestors.
str_npc16_home_recap I'm_the_hardest_frontier_woman_your_likely_ta_ever_meet._Some_people_say_I'm_cursed,_but_I_can_just_feel_my_luck_turnin'_around.
str_npc17_home_recap I_was_born_and_raised_in_Missouri._I_lived_a_hard_life,_and_I'm_stronger_for_it.__Now_I'm_a_free_man.
str_npc18_home_recap I'm_wanted_in_four_states_and_I'm_a_hell_of_a_shot.
str_npc1_honorific sir
str_npc2_honorific sir
str_npc3_honorific sir
str_npc4_honorific mate
str_npc5_honorific sir
str_npc6_honorific man
str_npc7_honorific man
str_npc8_honorific man
str_npc9_honorific ma'am
str_npc10_honorific man
str_npc11_honorific ma'am
str_npc12_honorific sir
str_npc13_honorific man
str_npc14_honorific man
str_npc15_honorific man
str_npc16_honorific ma'am
str_npc17_honorific man
str_npc18_honorific man
str_comment_intro_liege_affiliated Aren't_you_involved_with_one_of_those_bands_of_outlaws_out_here?_I_don't_like_your_kind._What_is_it?
str_comment_intro_famous_liege Your_fame_runs_before_you!_Perhaps_it_is_time_that_you_sought_a_liege_worthy_of_your_valor.
str_comment_intro_famous_martial Your_fame_runs_before_you!_Perhaps_we_shall_test_each_other's_valor_in_a_tournament,_or_on_the_battlefield!
str_comment_intro_famous_badtempered I've_heard_of_you._Well,_I'm_not_one_for_bandying_words,_so_if_you_have_anything_to_say,_out_with_it.
str_comment_intro_famous_pitiless I_know_your_name._It_strikes_fear_in_men's_hearts._That_is_good._Perhaps_we_should_speak_together,_some_time.
str_comment_intro_famous_cunning Ah,_yes._At_last_we_meet._You_sound_like_a_good_person_to_know._Let_us_speak_together,_from_time_to_time.
str_comment_intro_famous_sadistic I_know_your_name_--_and_from_what_I_hear,_I'll_warrant_that_many_a_grieving_widow_knows_too._But_that_is_no_concern_of_mine.
str_comment_intro_famous_goodnatured I've_heard_of_you!_It's_very_good_to_finally_make_your_acquaintance.
str_comment_intro_famous_upstanding I_know_your_name._They_say_you_are_a_most_valiant_warrior._I_can_only_hope_that_your_honour_and_mercy_matches_your_valor.
str_comment_intro_noble_liege I_see_that_you_carry_a_nobleman's_banner,_although_I_do_not_recognize_the_device._Know_that_I_am_always_looking_for_good_men_to_fight_for_me,_once_they_prove_themselves_to_be_worthy_of_my_trust.
str_comment_intro_noble_martial I_see_that_you_carry_a_nobleman's_banner,_but_I_do_not_recognize_the_device._Perhaps_one_day_we_shall_test_each_other's_valor_in_a_tournament,_or_on_the_battlefield!
str_comment_intro_noble_badtempered I_don't_recognize_the_device_on_your_banner._No_doubt_another_foreigner_come_to_our_lands,_as_if_we_didn't_have_so_many_here_already.
str_comment_intro_noble_pitiless I_see_that_you_carry_a_nobleman's_banner,_but_I_do_not_recognize_the_device._Another_vulture_come_to_grow_fat_on_the_leftovers_of_war,_no_doubt!
str_comment_intro_noble_cunning I_see_that_you_carry_a_nobleman's_banner,_but_I_do_not_recognize_the_device._Still,_it_is_always_worthwhile_to_make_the_acquaintance_of_individuals_who_may_one_day_prove_themselves_to_be_great_warriors.
str_comment_intro_noble_sadistic I_see_that_you_carry_a_nobleman's_banner,_but_I_do_not_recognize_the_device._Perhaps_you_are_the_bastard_child_of_a_puffed-up_cattle_thief?_Or_perhaps_you_stole_it?
str_comment_intro_noble_goodnatured I_see_that_you_carry_a_nobleman's_banner,_but_I_do_not_recognize_the_device._Forgive_my_ignorance!_It_is_good_to_make_your_acquaitance.
str_comment_intro_noble_upstanding I_see_that_you_carry_a_nobleman's_banner,_but_I_do_not_recognize_the_device._No_doubt_you_have_come_to_Calradia_in_search_of_wealth_and_glory._If_this_indeed_is_the_case,_then_I_only_ask_that_you_show_mercy_to_those_poor_souls_caught_in_the_path_of_war.
str_comment_intro_common_liege You_may_be_of_common_birth,_but_know_that_I_am_always_looking_for_good_men_to_fight_for_me,_if_they_can_prove_themselves_to_be_worthy_of_my_trust.
str_comment_intro_common_martial Perhaps_you_are_not_of_gentle_birth,_but_if_you_prove_your_valor,_then_I_would_be_pleased_to_try_my_strength_against_yours_in_the_tournament_or_on_the_battlefield.
str_comment_intro_common_badtempered Speak_quickly,_if_you_have_anything_to_say,_for_I_have_no_time_to_be_bandying_words_with_common_soldiers_of_fortune.
str_comment_intro_common_pitiless You_have_the_look_of_a_mercenary,_another_vulture_come_to_grow_fat_on_the_misery_of_this_land.
str_comment_intro_common_cunning Well..._I_have_not_heard_of_you,_but_you_have_the_look_of_someone_who_might_be_something_one_day.
str_comment_intro_common_sadistic Normally_I_cut_the_throats_of_impudent_commoners_who_barge_into_my_presence_uninvited,_but_I_am_in_a_good_mood_today.
str_comment_intro_common_goodnatured Well,_you_look_like_a_good_enough_sort.
str_comment_intro_common_upstanding Peace_to_you,_and_always_remember_to_temper_your_valor_with_mercy,_your_courage_with_honour.
str_comment_you_raided_my_village_enemy_benevolent You_have_attacked_innocent_farmers_under_my_protection_in_the_village_of_{s51}.__I_will_punish_you_for_your_misdeeds!
str_comment_you_raided_my_village_enemy_spiteful You_have_raided_my_village_of_{s51},_destroying_my_property_and_killing_the_tenants._I_will_take_my_compensation_in_blood!
str_comment_you_raided_my_village_enemy_coldblooded You_have_raided_my_village_of_{s51},_destroying_my_property_and_killing_the_tenants._I_will_make_you_think_twice_before_you_disrupt_my_revenues_like_that_again.
str_comment_you_raided_my_village_enemy You_have_raided_my_village_of_{s51},_destroying_my_property_and_killing_tenants_under_my_protection._You_will_pay_the_price_for_your_crime!
str_comment_you_raided_my_village_unfriendly_spiteful You_have_raided_my_village_of_{s51}._Do_it_again_and_I'll_gut_you_like_a_fish.
str_comment_you_raided_my_village_friendly You_have_raided_my_village_of_{s51}._This_will_place_a_grave_strain_on_our_friendship.
str_comment_you_raided_my_village_default You_have_raided_my_village_of_{s51}._If_you_continue_to_behave_this_way,_we_may_soon_come_to_blows.
str_comment_you_robbed_my_village_enemy_coldblooded You_have_robbed_my_tenants_in_the_village_of_{s51}._I_take_that_as_a_personal_insult.
str_comment_you_robbed_my_village_enemy You_have_robbed_innocent_farmers_under_my_protection_in_the_village_of_{s51}.__I_will_punish_you_for_your_misdeeds!
str_comment_you_robbed_my_village_friendly_spiteful I_have_heard_that_you_pinched_some_food_from_my_tenants_at_{s51}._Well,_I'll_not_begrudge_you_a_scrap_or_two,_but_keep_in_mind_that_I'm_the_one_who_must_listen_to_their_whining_afterward.
str_comment_you_robbed_my_village_friendly I_have_heard_that_you_requisitioned_supplies_from_my_tenants_at_{s51}._I_am_sure_that_you_would_not_have_done_so_were_you_not_desperately_in_need.
str_comment_you_robbed_my_village_default You_have_robbed_my_tenants_in_the_village_of_{s51}._If_you_continue_to_behave_this_way,_we_may_soon_come_to_blows.
str_comment_you_accosted_my_caravan_enemy You_have_been_accosting_caravans_under_my_protection._But_your_trail_of_brigandage_will_soon_come_to_an_end.
str_comment_you_accosted_my_caravan_default You_have_been_accosting_caravans_under_my_protection._This_sort_of_behavior_must_stop.
